system:index,20200829T102031_20200829T102249_T32UNB_B2,20200829T102031_20200829T102249_T32UNB_B3,20200829T102031_20200829T102249_T32UNB_B4,20200829T102031_20200829T102249_T32UNB_B5,20200829T102031_20200829T102249_T32UNB_B6,20200829T102031_20200829T102249_T32UNB_B7,20200829T102031_20200829T102249_T32UNB_B8,20200829T102031_20200829T102249_T32UNB_EVI,20200829T102031_20200829T102249_T32UNB_IRECI,20200829T102031_20200829T102249_T32UNB_NDVI,20200829T102031_20200829T102249_T32UNB_SCL,20200901T103031_20200901T103505_T32UNB_B2,20200901T103031_20200901T103505_T32UNB_B3,20200901T103031_20200901T103505_T32UNB_B4,20200901T103031_20200901T103505_T32UNB_B5,20200901T103031_20200901T103505_T32UNB_B6,20200901T103031_20200901T103505_T32UNB_B7,20200901T103031_20200901T103505_T32UNB_B8,20200901T103031_20200901T103505_T32UNB_EVI,20200901T103031_20200901T103505_T32UNB_IRECI,20200901T103031_20200901T103505_T32UNB_NDVI,20200901T103031_20200901T103505_T32UNB_SCL,.geo
0012000000000000e260_2,5648,5180,4864,5339,5666,5668,5916,-3623,32767,975,9,756,1276,785,1933,4658,5041,5296,26002,32767,7418,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.596196069939129,50.79920039704901]}"
0012000000000000e260_3,5648,5200,4840,5315,5667,5671,5916,-3633,32767,1000,9,732,1222,778,1995,4730,5240,5304,25239,32767,7441,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.596337962500048,50.79919967182618]}"
0012000000000000e260_4,5628,5176,4848,5369,5676,5656,5916,-3705,32767,992,9,722,1278,802,1931,4699,5086,5248,23923,32767,7348,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.596194925727447,50.799110473809016]}"
0012000000000000e260_5,5628,5204,4852,5356,5645,5681,5952,-3848,32767,1018,9,730,1250,797,2030,4736,5156,5228,24421,32767,7354,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.596336818016086,50.799109748588485]}"
0012000000000000e272_0,5700,5296,4952,5404,5624,5652,5960,-3560,32767,923,9,470,834,590,1386,3445,3920,4144,21358,32767,7507,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.610212956438362,50.796789764184865]}"
0012000000000000e272_1,5692,5308,5008,5404,5624,5652,5968,-3596,32767,874,9,477,853,598,1386,3445,3920,4500,21622,32767,7653,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.6103548413339,50.796789021939496]}"
0012000000000000e272_2,5656,5328,5000,5463,5678,5669,6000,-3894,32767,909,9,456,826,539,1427,4040,4584,4816,23088,32767,7986,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.61049672622344,50.796788279521564]}"
0012000000000000e272_3,5672,5280,4936,5366,5583,5587,5960,-3676,32767,939,9,466,813,585,1397,3499,4066,4004,21262,32767,7450,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.61021178542709,50.79669984113935]}"
0012000000000000e272_4,5656,5272,4984,5366,5583,5587,5980,-3810,32767,908,9,476,799,533,1397,3499,4066,4476,24013,32767,7871,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.610353670050387,50.79669909889634]}"
0012000000000000e272_5,5636,5272,4992,5411,5635,5620,5944,-3734,32767,870,9,470,854,521,1426,4141,4783,4920,24319,32767,8084,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.61049555466769,50.79669835648078]}"
0012000000000000e272_6,5616,5260,4904,5366,5583,5587,5912,-3715,32767,931,9,509,825,613,1397,3499,4066,3918,21861,32767,7294,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.610210614421812,50.79660991809244]}"
0012000000000000e272_7,5656,5248,4916,5366,5583,5587,5988,-3864,32767,983,9,462,832,574,1397,3499,4066,4300,21764,32767,7644,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.610352498772869,50.79660917585179]}"
0012000000000000e2cd_0,4936,4664,4456,4902,5135,5231,5416,-4931,32767,972,9,892,1206,1100,1790,2814,3110,3720,18039,32767,5435,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.68126322280905,50.78434592647302]}"
0012000000000000e2cd_1,4960,4664,4432,4902,5135,5231,5400,-4647,32767,984,9,883,1154,1066,1790,2814,3110,3694,18941,32767,5521,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.681405068055325,50.78434509796312]}"
0012000000000000e2cd_2,4948,4676,4412,4862,5128,5209,5380,-4603,32767,988,9,880,1148,1092,1759,2784,3089,3716,17879,32767,5457,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.68154691329491,50.78434426928075]}"
0012000000000000e2cd_3,4932,4632,4416,4840,5142,5245,5444,-5090,32767,1042,9,890,1192,1066,1735,3426,3881,4264,20057,32767,6000,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.681261916035533,50.784256004492775]}"
0012000000000000e2cd_4,4916,4632,4416,4840,5142,5245,5436,-5165,32767,1035,9,922,1154,1021,1735,3426,3881,4204,23294,32767,6091,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.681403761009777,50.78425517598551]}"
0012000000000000e2cd_5,4936,4660,4376,4810,5117,5227,5436,-4974,32767,1080,9,932,1150,1009,1639,3199,3777,4028,24401,32767,5993,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.681545605977334,50.784254347305776]}"
0012000000000000e2cd_6,4896,4616,4408,4840,5142,5245,5460,-5466,32767,1066,9,861,1138,976,1735,3426,3881,4248,22426,32767,6263,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.681402453970918,50.78416525400648]}"
0012000000000000e2e1_0,4504,4164,3880,4339,4799,4926,5152,-5947,32767,1408,9,693,720,641,938,1558,1707,2024,32767,32767,5189,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.696969234692487,50.78164517954663]}"
0012000000000000e2e1_1,4484,4176,3908,4339,4799,4926,5136,-6085,32767,1357,9,777,802,756,938,1558,1707,1686,32767,32767,3808,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.696826061580106,50.78155610522161]}"
0012000000000000e2e1_2,4444,4208,3912,4339,4799,4926,5152,-6588,32767,1368,9,775,811,777,938,1558,1707,1758,32767,32767,3869,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.696967897922187,50.78155525782132]}"
0012000000000000e2e1_3,4476,4196,3912,4356,4750,4918,5168,-6370,32767,1383,9,753,812,796,1020,1734,1956,1902,26805,32767,4099,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.697109734257428,50.78155441024857]}"
0012000000000000e2e1_4,4460,4208,3914,4373,4735,4870,5108,-6145,32767,1323,9,785,820,800,1048,1467,1613,1686,32767,32767,3563,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.69682472508863,50.781466183492185]}"
0012000000000000e2e1_5,4492,4228,3926,4373,4735,4870,5136,-6053,32767,1335,9,767,840,818,1048,1467,1613,1720,25727,32767,3553,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.696966561158726,50.781465336094584]}"
0012000000000000e2e1_6,4476,4236,3934,4376,4768,4889,5124,-6145,32767,1313,9,759,840,785,1124,1862,2026,1912,30279,32767,4178,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.697108397221982,50.781464488524534]}"
0012000000000000e32e_0,6612,6280,5980,6507,6696,6768,6784,-2902,32767,629,9,7832,7476,7440,8013,7891,7938,7276,600,32767,-111,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.758495846103886,50.77064957731115]}"
0012000000000000e32e_1,6660,6292,6004,6507,6696,6768,6816,-2855,32767,633,9,7964,7584,7500,8013,7891,7938,7388,381,32767,-75,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.758637647521658,50.77064865506853]}"
0012000000000000e32e_2,6728,6364,6112,6603,6758,6934,6880,-2779,32767,591,9,8056,7672,7428,8009,7853,7778,7492,-191,32767,42,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.758779448931987,50.77064773265352]}"
0012000000000000e32e_3,6688,6312,6004,6507,6696,6768,6800,-2713,32767,621,9,8056,7748,7616,8013,7891,7938,7476,482,32767,-92,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.758494391902493,50.77055965664323]}"
0012000000000000e32e_4,6680,6352,6076,6507,6696,6768,6856,-2873,32767,603,9,8144,7708,7676,8013,7891,7938,7572,348,32767,-68,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.758636193048464,50.77055873440354]}"
0012000000000000e32e_5,6776,6388,6076,6603,6758,6934,6920,-2834,32767,649,9,8272,7648,7568,8009,7853,7778,7628,-166,32767,39,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.758777994186994,50.77055781199147]}"
0012000000000000e32e_6,6776,6392,6076,6473,6688,6695,6960,-2985,32767,678,9,8320,7928,7924,8689,8531,8516,7696,796,32767,-145,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.75863473858271,50.77046881373712]}"
0012000000000000e336_0,6884,6484,6284,6852,7168,7252,7196,-3388,32767,676,9,10584,10080,9720,10292,9837,9697,9728,-17,-32768,4,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.764717507996892,50.769529789015216]}"
0012000000000000e336_1,6872,6548,6344,6852,7168,7252,7272,-3740,32767,681,9,10568,10088,9920,10292,9837,9697,9712,518,-32768,-105,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.764859305824478,50.769528859223584]}"
0012000000000000e336_2,6920,6616,6408,6966,7212,7330,7360,-3907,32767,691,9,10608,10080,9920,10524,10097,9836,9728,465,-32768,-97,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.765001103644568,50.76952792925959]}"
0012000000000000e336_3,6872,6484,6312,6852,7168,7252,7240,-3609,32767,684,9,10912,10136,9712,10292,9837,9697,9896,-336,-32768,93,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.764716041926318,50.76943986845987]}"
0012000000000000e336_4,6856,6588,6368,6852,7168,7252,7276,-3824,32767,665,9,10856,10256,9920,10292,9837,9697,9960,-83,-32768,20,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.764857839482126,50.76943893867119]}"
0012000000000000e336_5,6924,6632,6408,6966,7212,7330,7368,-3926,32767,696,9,10784,10256,10032,10524,10097,9836,9896,315,-32768,-68,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.764999637030432,50.769438008710154]}"
0012000000000000e336_6,6872,6596,6344,6846,7151,7237,7332,-4020,32767,722,9,11008,10312,10080,10669,10247,10040,10048,66,-32768,-15,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.76485637314727,50.76934901811739]}"
0012000000000000e346_0,4048,4090,4026,4476,4909,5052,5096,-24164,32767,1172,9,11488,10680,10400,10832,10450,10132,10744,-660,-32768,162,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.777303211093312,50.76737819554167]}"
0012000000000000e346_1,4034,4052,3948,4431,4819,4956,4992,-16581,32767,1167,9,11416,10752,10432,10891,10432,10239,10760,-668,-32768,154,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.777445001997345,50.76737725047853]}"
0012000000000000e346_2,4034,4008,3926,4416,4909,5072,5092,-18150,32767,1292,9,11344,10568,10176,10559,10083,9785,10616,-820,-32768,211,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.777159930369777,50.767289220106846]}"
0012000000000000e346_3,4048,4040,3992,4416,4909,5072,5028,-18781,32767,1148,9,11496,10680,10272,10559,10083,9785,10768,-897,-32768,235,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.777301721009685,50.767288275219066]}"
0012000000000000e346_4,4004,4024,3962,4389,4839,4947,4992,-20355,32767,1150,9,11496,10680,10352,10718,10239,9977,10792,-826,-32768,208,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.777443511641973,50.76728733015893]}"
0012000000000000e346_5,4024,3934,3808,4416,4909,5072,5096,-14407,32767,1446,9,11240,10456,10056,10559,10083,9785,10592,-1002,-32768,259,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.777158440565517,50.76719929977982]}"
0012000000000000e346_6,4024,4000,3914,4416,4909,5072,5008,-16212,32767,1226,9,11344,10576,10160,10559,10083,9785,10704,-1013,-32768,260,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.777300230933683,50.767198354895044]}"
0012000000000000e346_7,3962,3984,3962,4389,4839,4947,4940,-24401,32767,1098,9,11456,10664,10176,10718,10239,9977,10704,-932,-32768,252,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.777442021294226,50.76719740983791]}"
0012000000000000e36b_0,3592,3350,3172,3559,4187,4396,4720,-12143,32767,1961,9,9728,9112,8904,9302,8712,8387,8472,976,-32768,-248,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.80614340394251,50.76223624844385]}"
0012000000000000e36b_1,3650,3348,3140,3495,4075,4311,4676,-9953,32767,1965,9,10016,9128,8848,9332,8827,8446,8688,299,-32768,-91,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.806285178319232,50.76223526839257]}"
0012000000000000e36b_2,3620,3422,3156,3559,4187,4396,4768,-11698,32767,2034,9,9728,9240,8928,9302,8712,8387,8624,705,-32768,-173,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.80600008474569,50.762147308543526]}"
0012000000000000e36b_3,3628,3388,3200,3559,4187,4396,4688,-11201,32767,1886,9,9872,9216,9000,9302,8712,8387,8536,1008,-32768,-264,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.806141858858656,50.762146328667676]}"
0012000000000000e36b_4,3702,3366,3162,3495,4075,4311,4628,-8801,32767,1881,9,10040,9136,9024,9332,8827,8446,8664,720,-32768,-203,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.80628363296372,50.76214534861952]}"
0012000000000000e36b_5,3650,3430,3144,3527,4126,4313,4676,-9989,32767,1959,9,9904,9392,8904,9139,8627,8428,8712,395,-32768,-108,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.806140313782704,50.76205640889008]}"
0012000000000000e36b_6,3694,3342,3054,3435,4154,4426,4680,-8648,32767,2102,9,9904,9280,8952,9135,8552,8301,8608,719,-32768,-195,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.806282087616111,50.76205542884504]}"
0012000000000000e383_0,6456,6064,5776,6307,6650,6608,7528,-7024,32767,1316,9,11144,10416,10040,10532,9966,9642,9680,658,-32768,-182,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.824800643982604,50.758868293962614]}"
0012000000000000e383_1,6256,5780,5196,5230,5779,5920,7320,-6304,32767,1697,9,10968,10256,9952,10229,9761,9383,9504,858,-32768,-230,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.824942407525413,50.7588672912803]}"
0012000000000000e383_2,6456,6168,5948,6307,6650,6608,7624,-8204,32767,1234,9,11240,10368,10120,10532,9966,9642,9600,929,-32768,-263,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.824799063331389,50.758778374551454]}"
0012000000000000e383_3,6216,5904,5456,5230,5779,5920,7456,-7779,32767,1548,9,11080,10232,9968,10229,9761,9383,9432,966,-32768,-276,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.824940826602596,50.75877737187233]}"
0012000000000000e383_4,5800,5336,4792,5230,5779,5920,7116,-7613,32767,1951,9,10880,10120,9832,10229,9761,9383,9328,948,-32768,-263,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.825082589865719,50.75877636902091]}"
0012000000000000e383_5,6164,6164,6080,6500,6930,6949,7516,-16077,32767,1056,9,11184,10440,10144,10471,9752,9429,9624,970,-32768,-263,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.824797482688261,50.75868845513885]}"
0012000000000000e383_6,6112,5916,5616,5771,6288,6354,7408,-9461,32767,1375,9,11072,10256,9960,10208,9617,9289,9480,869,-32768,-246,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.824939245687869,50.75868745246292]}"
0012000000000000e38f_0,7676,7676,7672,7723,7928,7949,8608,-7989,32767,574,9,13248,12624,12480,13118,12487,12232,11600,1708,-32768,-365,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.834126648840396,50.75709328232262]}"
0012000000000000e38f_1,7660,7704,7684,8104,8288,8268,8616,-8537,32767,571,9,13096,12568,12336,12889,12278,11962,11464,1711,-32768,-366,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.83426840668647,50.75709226833012]}"
0012000000000000e38f_2,7568,7408,7480,8125,8369,8447,8400,-6611,32767,579,9,13528,12920,12952,13463,12639,12096,11816,2380,-32768,-458,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.833983292836278,50.75700437691307]}"
0012000000000000e38f_3,7492,7496,7592,8125,8369,8447,8416,-9275,32767,514,9,13504,12864,12736,13463,12639,12096,11728,1918,-32768,-412,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.834125050418955,50.757003363096075]}"
0012000000000000e38f_4,7464,7452,7656,8210,8571,8534,8416,-11677,32767,472,9,13304,12752,12536,13278,12566,12186,11712,1602,-32768,-339,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.834266807993457,50.7570023491068]}"
0012000000000000e38f_5,7428,7276,7324,8125,8369,8447,8368,-7683,32767,665,9,13704,13024,12952,13463,12639,12096,11896,2004,-32768,-424,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.834123452005688,50.756913443868086]}"
0012000000000000e38f_6,7296,7304,7432,8210,8571,8534,8352,-12957,32767,582,9,13640,12968,12800,13278,12566,12186,11936,1592,-32768,-349,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.834265209308619,50.75691242988204]}"
0012000000000000e3a2_0,2834,3890,4240,5254,6062,6450,4848,1682,32767,669,8,14512,13504,13024,13582,13011,12652,12904,168,-32768,-46,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.848823877325092,50.754469174946266]}"
0012000000000000e3a2_1,2850,3768,3946,5019,5995,6485,4796,2993,32767,972,10,14696,13576,13048,13465,12865,12478,12968,105,-32768,-30,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.84896562671011,50.754468143128264]}"
0012000000000000e3a2_2,2910,3454,3858,5019,5995,6485,4700,3494,32767,983,10,14704,13656,13104,13465,12865,12478,13136,-43,-32768,12,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.849107376086808,50.754467111138]}"
0012000000000000e3a2_3,2114,2966,3772,4116,4945,5418,3896,290,32767,161,10,14472,13480,13024,13552,12992,12670,12832,273,-32768,-74,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.848822250893459,50.754379256018176]}"
0012000000000000e3a2_4,2014,3044,3474,3954,4841,5453,3886,1070,32767,559,10,14584,13536,13024,13433,12888,12384,12912,152,-32768,-43,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.84896400000695,50.75437822420346]}"
0012000000000000e3a2_5,2128,3056,3410,3954,4841,5453,4018,1784,32767,818,10,14640,13584,13024,13433,12888,12384,12960,85,-32768,-24,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.84910574911212,50.754377192216474]}"
0012000000000000e3a2_6,1744,2182,2906,3954,4841,5453,3252,1136,32767,561,10,14472,13464,12976,13433,12888,12384,12928,67,-32768,-18,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.848962373312107,50.754288305277214]}"
0012000000000000e3a2_7,1702,2466,3078,3954,4841,5453,3364,788,32767,443,10,14592,13512,13008,13433,12888,12384,12848,215,-32768,-61,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.849104122145754,50.75428727329352]}"
0012000000000000e3b4_0,1718,2070,2230,2827,3745,4187,4212,10524,32767,3076,5,4124,3946,3880,3856,4046,4139,4832,-8448,32767,1092,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.86295413062339,50.75193733780859]}"
0012000000000000e3b4_1,1710,2084,2218,2785,3823,4296,4252,10736,32767,3143,5,4480,4152,4034,4817,5264,5450,5128,-6409,32767,1194,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.863095871839066,50.751936288854196]}"
0012000000000000e3b4_2,1736,2020,2160,2827,3745,4187,4188,12279,32767,3194,5,3576,3574,3416,3856,4046,4139,4284,-10642,32767,1127,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.862810736315033,50.75184846795171]}"
0012000000000000e3b4_3,1738,2054,2202,2827,3745,4187,4148,11245,32767,3064,5,4132,4070,4164,3856,4046,4139,4876,-15766,-32768,787,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.862952477267681,50.751847419172904]}"
0012000000000000e3b4_4,1732,2076,2242,2785,3823,4296,4144,10321,32767,2978,5,4396,4204,4252,4817,5264,5450,5024,-7932,32767,832,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.863094218211872,50.75184637022184]}"
0012000000000000e3b4_5,1736,2108,2276,2763,3559,3871,4144,9767,32767,2909,5,4256,4364,4152,3713,3877,3872,5152,-13477,-32768,1074,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.862950823920427,50.75175750053577]}"
0012000000000000e3b4_6,1766,2060,2258,2744,3663,3977,4072,10363,32767,2865,5,4440,4500,4432,4923,5291,5384,5244,-13875,32767,839,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.863092564593137,50.751756451588044]}"
0012000000000000e3b8_0,2448,2894,3164,3828,5060,5600,4920,7917,32767,2172,7,6932,6504,6124,6073,6267,6299,7248,-3513,32767,840,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.866062479570038,50.751374709627974]}"
0012000000000000e3b8_1,2316,2896,3272,4066,5276,5813,4900,5681,32767,1992,5,7044,6632,6264,6447,6594,6568,7256,-3104,32767,733,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.866204218970484,50.7513736569042]}"
0012000000000000e3b8_2,2134,2476,2692,3828,5060,5600,4576,9970,32767,2592,7,6608,6128,5680,6073,6267,6299,6964,-3769,32767,1015,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.866060820292617,50.751284791057245]}"
0012000000000000e3b8_3,2206,2494,2902,4066,5276,5813,4604,7775,32767,2267,5,6808,6388,5916,6447,6594,6568,7108,-3524,32767,915,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.86620255942159,50.75128373833682]}"
0012000000000000e3b8_4,1932,2334,2378,3012,4274,4774,4416,12145,32767,2999,5,6200,5708,5260,4885,5066,4979,6576,-3933,-32768,1111,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.86605916102368,50.75119487248508]}"
